"","AREA","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","EVENT_TYPE","POPULATION","RACE","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE"
"15635","New Jersey",10.8,13,11.9,"490","Incidence",3208923,"White","Male","Liver and Intrahepatic Bile Duct","2016",13.9,16.7,15.3
"15636","New Jersey",7.1,8.9,8,"322","Mortality",3208923,"White","Male","Liver and Intrahepatic Bile Duct","2016",9,11.2,10
"15637","New Jersey",11.2,13.4,12.2,"510","Incidence",3202866,"White","Male","Liver and Intrahepatic Bile Duct","2017",14.6,17.4,15.9
"15638","New Jersey",7.6,9.4,8.5,"343","Mortality",3202866,"White","Male","Liver and Intrahepatic Bile Duct","2017",9.6,11.9,10.7
"15639","New Jersey",10.8,13,11.9,"503","Incidence",3195788,"White","Male","Liver and Intrahepatic Bile Duct","2018",14.4,17.2,15.7
"15640","New Jersey",8.1,10,9,"373","Mortality",3195788,"White","Male","Liver and Intrahepatic Bile Duct","2018",10.5,12.9,11.7
"15641","New Jersey",84,90.6,87.3,"2782","Incidence",3217379,"White","Male","Lung and Bronchus","1999",83.3,89.7,86.5
"15642","New Jersey",68.9,74.9,71.8,"2263","Mortality",3217379,"White","Male","Lung and Bronchus","1999",67.5,73.3,70.3
"15643","New Jersey",84.9,91.5,88.2,"2833","Incidence",3229953,"White","Male","Lung and Bronchus","2000",84.5,91,87.7
"15644","New Jersey",66.9,72.8,69.8,"2213","Mortality",3229953,"White","Male","Lung and Bronchus","2000",65.7,71.4,68.5
"15645","New Jersey",82.4,88.9,85.6,"2773","Incidence",3240039,"White","Male","Lung and Bronchus","2001",82.4,88.8,85.6
"15646","New Jersey",66.8,72.7,69.7,"2229","Mortality",3240039,"White","Male","Lung and Bronchus","2001",66,71.7,68.8
"15647","New Jersey",81,87.3,84.1,"2746","Incidence",3250253,"White","Male","Lung and Bronchus","2002",81.4,87.7,84.5
"15648","New Jersey",62.3,67.9,65,"2100","Mortality",3250253,"White","Male","Lung and Bronchus","2002",61.9,67.4,64.6
"15649","New Jersey",78.6,84.9,81.7,"2689","Incidence",3256829,"White","Male","Lung and Bronchus","2003",79.5,85.7,82.6
"15650","New Jersey",63.2,68.9,66,"2150","Mortality",3256829,"White","Male","Lung and Bronchus","2003",63.3,68.9,66
"15651","New Jersey",73.3,79.3,76.2,"2521","Incidence",3257072,"White","Male","Lung and Bronchus","2004",74.4,80.5,77.4
"15652","New Jersey",58.7,64.1,61.3,"2010","Mortality",3257072,"White","Male","Lung and Bronchus","2004",59,64.5,61.7
"15653","New Jersey",77.5,83.7,80.6,"2676","Incidence",3251660,"White","Male","Lung and Bronchus","2005",79.2,85.5,82.3
"15654","New Jersey",60,65.5,62.7,"2052","Mortality",3251660,"White","Male","Lung and Bronchus","2005",60.4,65.9,63.1
"15655","New Jersey",77.1,83.2,80.1,"2687","Incidence",3242856,"White","Male","Lung and Bronchus","2006",79.8,86.1,82.9
"15656","New Jersey",57.6,62.9,60.2,"2005","Mortality",3242856,"White","Male","Lung and Bronchus","2006",59.2,64.6,61.8
"15657","New Jersey",75,81.1,78,"2643","Incidence",3235757,"White","Male","Lung and Bronchus","2007",78.6,84.9,81.7
"15658","New Jersey",57.7,63.1,60.4,"2029","Mortality",3235757,"White","Male","Lung and Bronchus","2007",60,65.5,62.7
"15659","New Jersey",72.8,78.7,75.7,"2604","Incidence",3235980,"White","Male","Lung and Bronchus","2008",77.4,83.6,80.5
"15660","New Jersey",53.4,58.5,55.9,"1899","Mortality",3235980,"White","Male","Lung and Bronchus","2008",56.1,61.4,58.7
"15661","New Jersey",70.1,75.9,73,"2535","Incidence",3238736,"White","Male","Lung and Bronchus","2009",75.3,81.4,78.3
"15662","New Jersey",50,54.9,52.4,"1811","Mortality",3238736,"White","Male","Lung and Bronchus","2009",53.4,58.6,55.9
"15663","New Jersey",67.3,72.9,70.1,"2456","Incidence",3242786,"White","Male","Lung and Bronchus","2010",72.8,78.8,75.7
"15664","New Jersey",52.5,57.5,55,"1917","Mortality",3242786,"White","Male","Lung and Bronchus","2010",56.5,61.8,59.1
"15665","New Jersey",67,72.6,69.7,"2493","Incidence",3244065,"White","Male","Lung and Bronchus","2011",73.9,79.9,76.8
"15666","New Jersey",48.2,53,50.5,"1780","Mortality",3244065,"White","Male","Lung and Bronchus","2011",52.3,57.5,54.9
"15667","New Jersey",65.9,71.5,68.7,"2492","Incidence",3240287,"White","Male","Lung and Bronchus","2012",73.9,80,76.9
"15668","New Jersey",48.1,52.9,50.5,"1827","Mortality",3240287,"White","Male","Lung and Bronchus","2012",53.8,59,56.4
"15669","New Jersey",63.8,69.2,66.5,"2472","Incidence",3235457,"White","Male","Lung and Bronchus","2013",73.4,79.5,76.4
"15670","New Jersey",46.1,50.7,48.4,"1773","Mortality",3235457,"White","Male","Lung and Bronchus","2013",52.3,57.4,54.8
"15671","New Jersey",61.2,66.5,63.8,"2408","Incidence",3228314,"White","Male","Lung and Bronchus","2014",71.6,77.6,74.6
"15672","New Jersey",41.7,46,43.8,"1639","Mortality",3228314,"White","Male","Lung and Bronchus","2014",48.3,53.3,50.8
"15673","New Jersey",62.1,67.4,64.7,"2463","Incidence",3217806,"White","Male","Lung and Bronchus","2015",73.5,79.6,76.5
"15674","New Jersey",39.9,44.2,42,"1594","Mortality",3217806,"White","Male","Lung and Bronchus","2015",47.1,52,49.5
"15675","New Jersey",58.7,63.8,61.2,"2360","Incidence",3208923,"White","Male","Lung and Bronchus","2016",70.6,76.6,73.5
"15676","New Jersey",37.6,41.8,39.7,"1524","Mortality",3208923,"White","Male","Lung and Bronchus","2016",45.1,49.9,47.5
"15677","New Jersey",57.5,62.5,60,"2364","Incidence",3202866,"White","Male","Lung and Bronchus","2017",70.9,76.8,73.8
"15678","New Jersey",35.8,39.8,37.8,"1479","Mortality",3202866,"White","Male","Lung and Bronchus","2017",43.9,48.6,46.2
"15679","New Jersey",56.7,61.6,59.1,"2388","Incidence",3195788,"White","Male","Lung and Bronchus","2018",71.8,77.8,74.7
"15680","New Jersey",36.1,40,38,"1511","Mortality",3195788,"White","Male","Lung and Bronchus","2018",44.9,49.7,47.3
"15681","New Jersey",21.6,24.9,23.2,"751","Incidence",3217379,"White","Male","Melanomas of the Skin","1999",21.7,25.1,23.3
"15682","New Jersey",3.8,5.3,4.5,"143","Mortality",3217379,"White","Male","Melanomas of the Skin","1999",3.7,5.2,4.4
"15683","New Jersey",21.6,25,23.3,"756","Incidence",3229953,"White","Male","Melanomas of the Skin","2000",21.8,25.1,23.4
"15684","New Jersey",3.7,5.3,4.5,"141","Mortality",3229953,"White","Male","Melanomas of the Skin","2000",3.7,5.1,4.4
"15685","New Jersey",26,29.7,27.8,"914","Incidence",3240039,"White","Male","Melanomas of the Skin","2001",26.4,30.1,28.2
"15686","New Jersey",4.1,5.6,4.8,"154","Mortality",3240039,"White","Male","Melanomas of the Skin","2001",4,5.6,4.8
"15687","New Jersey",29.8,33.7,31.7,"1049","Incidence",3250253,"White","Male","Melanomas of the Skin","2002",30.4,34.3,32.3
"15688","New Jersey",4,5.5,4.7,"154","Mortality",3250253,"White","Male","Melanomas of the Skin","2002",4,5.5,4.7
"15689","New Jersey",27.8,31.5,29.6,"990","Incidence",3256829,"White","Male","Melanomas of the Skin","2003",28.5,32.4,30.4
"15690","New Jersey",3.5,5,4.2,"138","Mortality",3256829,"White","Male","Melanomas of the Skin","2003",3.6,5,4.2
"15691","New Jersey",30.7,34.6,32.6,"1094","Incidence",3257072,"White","Male","Melanomas of the Skin","2004",31.6,35.6,33.6
"15692","New Jersey",3.8,5.3,4.5,"148","Mortality",3257072,"White","Male","Melanomas of the Skin","2004",3.8,5.3,4.5
"15693","New Jersey",28.1,31.9,29.9,"1010","Incidence",3251660,"White","Male","Melanomas of the Skin","2005",29.2,33,31.1
"15694","New Jersey",4.1,5.6,4.8,"160","Mortality",3251660,"White","Male","Melanomas of the Skin","2005",4.2,5.7,4.9
"15695","New Jersey",29.8,33.7,31.7,"1068","Incidence",3242856,"White","Male","Melanomas of the Skin","2006",31,35,32.9
"15696","New Jersey",3.9,5.5,4.7,"156","Mortality",3242856,"White","Male","Melanomas of the Skin","2006",4.1,5.6,4.8
"15697","New Jersey",31,34.9,32.9,"1130","Incidence",3235757,"White","Male","Melanomas of the Skin","2007",32.9,37,34.9
"15698","New Jersey",4,5.5,4.7,"160","Mortality",3235757,"White","Male","Melanomas of the Skin","2007",4.2,5.8,4.9
"15699","New Jersey",31.8,35.7,33.7,"1182","Incidence",3235980,"White","Male","Melanomas of the Skin","2008",34.5,38.7,36.5
"15700","New Jersey",3.9,5.4,4.6,"155","Mortality",3235980,"White","Male","Melanomas of the Skin","2008",4.1,5.6,4.8
"15701","New Jersey",30.7,34.5,32.6,"1147","Incidence",3238736,"White","Male","Melanomas of the Skin","2009",33.4,37.5,35.4
"15702","New Jersey",3.6,5,4.2,"144","Mortality",3238736,"White","Male","Melanomas of the Skin","2009",3.7,5.2,4.4
"15703","New Jersey",31.1,35,33,"1181","Incidence",3242786,"White","Male","Melanomas of the Skin","2010",34.4,38.6,36.4
"15704","New Jersey",3.3,4.6,3.9,"139","Mortality",3242786,"White","Male","Melanomas of the Skin","2010",3.6,5.1,4.3
"15705","New Jersey",33,37,35,"1254","Incidence",3244065,"White","Male","Melanomas of the Skin","2011",36.5,40.9,38.7
"15706","New Jersey",3.5,4.9,4.2,"147","Mortality",3244065,"White","Male","Melanomas of the Skin","2011",3.8,5.3,4.5
"15707","New Jersey",31.5,35.3,33.4,"1220","Incidence",3240287,"White","Male","Melanomas of the Skin","2012",35.6,39.8,37.7
"15708","New Jersey",3.7,5.1,4.3,"156","Mortality",3240287,"White","Male","Melanomas of the Skin","2012",4.1,5.6,4.8
"15709","New Jersey",32.3,36.2,34.2,"1257","Incidence",3235457,"White","Male","Melanomas of the Skin","2013",36.7,41.1,38.9
"15710","New Jersey",3.6,5,4.2,"154","Mortality",3235457,"White","Male","Melanomas of the Skin","2013",4,5.6,4.8
"15711","New Jersey",33,36.9,34.9,"1321","Incidence",3228314,"White","Male","Melanomas of the Skin","2014",38.7,43.2,40.9
"15712","New Jersey",4,5.4,4.6,"172","Mortality",3228314,"White","Male","Melanomas of the Skin","2014",4.6,6.2,5.3
"15713","New Jersey",32.3,36.1,34.2,"1311","Incidence",3217806,"White","Male","Melanomas of the Skin","2015",38.6,43,40.7
"15714","New Jersey",3.1,4.4,3.7,"137","Mortality",3217806,"White","Male","Melanomas of the Skin","2015",3.6,5,4.3
"15715","New Jersey",30.9,34.7,32.8,"1249","Incidence",3208923,"White","Male","Melanomas of the Skin","2016",36.8,41.1,38.9
"15716","New Jersey",3.1,4.4,3.7,"142","Mortality",3208923,"White","Male","Melanomas of the Skin","2016",3.7,5.2,4.4
"15717","New Jersey",34,37.9,35.9,"1384","Incidence",3202866,"White","Male","Melanomas of the Skin","2017",41,45.5,43.2
"15718","New Jersey",2.7,3.9,3.2,"123","Mortality",3202866,"White","Male","Melanomas of the Skin","2017",3.2,4.6,3.8
"15719","New Jersey",29.1,32.7,30.8,"1208","Incidence",3195788,"White","Male","Melanomas of the Skin","2018",35.7,40,37.8
"15720","New Jersey",2.6,3.8,3.1,"128","Mortality",3195788,"White","Male","Melanomas of the Skin","2018",3.3,4.8,4
"15721","New Jersey",2.3,3.5,2.9,"89","Incidence",3217379,"White","Male","Mesothelioma","1999",2.2,3.4,2.8
"15722","New Jersey",2.2,3.4,2.7,"84","Mortality",3217379,"White","Male","Mesothelioma","1999",2.1,3.2,2.6
"15723","New Jersey",2.8,4.1,3.4,"107","Incidence",3229953,"White","Male","Mesothelioma","2000",2.7,4,3.3
"15724","New Jersey",1.9,3,2.4,"74","Mortality",3229953,"White","Male","Mesothelioma","2000",1.8,2.9,2.3
"15725","New Jersey",3,4.4,3.6,"114","Incidence",3240039,"White","Male","Mesothelioma","2001",2.9,4.2,3.5
"15726","New Jersey",2,3.1,2.5,"79","Mortality",3240039,"White","Male","Mesothelioma","2001",1.9,3,2.4
"15727","New Jersey",2.7,4,3.3,"107","Incidence",3250253,"White","Male","Mesothelioma","2002",2.7,4,3.3
"15728","New Jersey",2.4,3.6,3,"95","Mortality",3250253,"White","Male","Mesothelioma","2002",2.4,3.6,2.9
"15729","New Jersey",2.7,4.1,3.4,"107","Incidence",3256829,"White","Male","Mesothelioma","2003",2.7,4,3.3
"15730","New Jersey",2,3.2,2.6,"81","Mortality",3256829,"White","Male","Mesothelioma","2003",2,3.1,2.5
"15731","New Jersey",2.7,4,3.3,"109","Incidence",3257072,"White","Male","Mesothelioma","2004",2.7,4,3.3
"15732","New Jersey",2.2,3.4,2.7,"87","Mortality",3257072,"White","Male","Mesothelioma","2004",2.1,3.3,2.7
"15733","New Jersey",2.8,4.2,3.5,"111","Incidence",3251660,"White","Male","Mesothelioma","2005",2.8,4.1,3.4
"15734","New Jersey",2.5,3.8,3.1,"100","Mortality",3251660,"White","Male","Mesothelioma","2005",2.5,3.7,3.1
"15735","New Jersey",2,3.1,2.5,"81","Incidence",3242856,"White","Male","Mesothelioma","2006",2,3.1,2.5
"15736","New Jersey",1.7,2.8,2.2,"72","Mortality",3242856,"White","Male","Mesothelioma","2006",1.7,2.8,2.2
"15737","New Jersey",2.5,3.8,3.1,"101","Incidence",3235757,"White","Male","Mesothelioma","2007",2.5,3.8,3.1
"15738","New Jersey",1.8,2.9,2.3,"75","Mortality",3235757,"White","Male","Mesothelioma","2007",1.8,2.9,2.3
"15739","New Jersey",2.6,3.9,3.2,"107","Incidence",3235980,"White","Male","Mesothelioma","2008",2.7,4,3.3
"15740","New Jersey",2,3.1,2.5,"82","Mortality",3235980,"White","Male","Mesothelioma","2008",2,3.1,2.5
"15741","New Jersey",2.7,4,3.3,"111","Incidence",3238736,"White","Male","Mesothelioma","2009",2.8,4.1,3.4
"15742","New Jersey",1.7,2.8,2.2,"74","Mortality",3238736,"White","Male","Mesothelioma","2009",1.8,2.9,2.3
"15743","New Jersey",2.6,3.8,3.1,"105","Incidence",3242786,"White","Male","Mesothelioma","2010",2.6,3.9,3.2
"15744","New Jersey",1.9,3,2.4,"80","Mortality",3242786,"White","Male","Mesothelioma","2010",2,3.1,2.5
"15745","New Jersey",2.1,3.3,2.7,"91","Incidence",3244065,"White","Male","Mesothelioma","2011",2.3,3.4,2.8
"15746","New Jersey",2,3.1,2.5,"83","Mortality",3244065,"White","Male","Mesothelioma","2011",2,3.2,2.6
"15747","New Jersey",1.8,2.9,2.3,"81","Incidence",3240287,"White","Male","Mesothelioma","2012",2,3.1,2.5
"15748","New Jersey",1.7,2.8,2.2,"77","Mortality",3240287,"White","Male","Mesothelioma","2012",1.9,3,2.4
"15749","New Jersey",1.8,2.9,2.3,"79","Incidence",3235457,"White","Male","Mesothelioma","2013",1.9,3,2.4
"15750","New Jersey",1.4,2.3,1.8,"63","Mortality",3235457,"White","Male","Mesothelioma","2013",1.5,2.5,1.9
"15751","New Jersey",1.6,2.6,2.1,"72","Incidence",3228314,"White","Male","Mesothelioma","2014",1.7,2.8,2.2
"15752","New Jersey",1.2,2.1,1.6,"57","Mortality",3228314,"White","Male","Mesothelioma","2014",1.3,2.3,1.8
"15753","New Jersey",1.8,2.8,2.2,"81","Incidence",3217806,"White","Male","Mesothelioma","2015",2,3.1,2.5
"15754","New Jersey",1.3,2.2,1.7,"59","Mortality",3217806,"White","Male","Mesothelioma","2015",1.4,2.4,1.8
"15755","New Jersey",1.8,2.9,2.3,"81","Incidence",3208923,"White","Male","Mesothelioma","2016",2,3.1,2.5
"15756","New Jersey",1.2,2.1,1.6,"54","Mortality",3208923,"White","Male","Mesothelioma","2016",1.3,2.2,1.7
"15757","New Jersey",1.6,2.5,2,"76","Incidence",3202866,"White","Male","Mesothelioma","2017",1.9,3,2.4
"15758","New Jersey",1.4,2.3,1.8,"67","Mortality",3202866,"White","Male","Mesothelioma","2017",1.6,2.7,2.1
"15759","New Jersey",1.3,2.2,1.7,"65","Incidence",3195788,"White","Male","Mesothelioma","2018",1.6,2.6,2
"15760","New Jersey",1,1.8,1.4,"52","Mortality",3195788,"White","Male","Mesothelioma","2018",1.2,2.1,1.6
"15761","New Jersey",5.6,7.4,6.5,"205","Incidence",3217379,"White","Male","Myeloma","1999",5.5,7.3,6.4
"15762","New Jersey",3.3,4.7,3.9,"120","Mortality",3217379,"White","Male","Myeloma","1999",3.1,4.5,3.7
"15763","New Jersey",6.5,8.5,7.5,"237","Incidence",3229953,"White","Male","Myeloma","2000",6.4,8.3,7.3
"15764","New Jersey",3.7,5.3,4.5,"137","Mortality",3229953,"White","Male","Myeloma","2000",3.6,5,4.2
"15765","New Jersey",6.4,8.3,7.3,"232","Incidence",3240039,"White","Male","Myeloma","2001",6.3,8.1,7.2
"15766","New Jersey",4.1,5.7,4.8,"151","Mortality",3240039,"White","Male","Myeloma","2001",3.9,5.5,4.7
"15767","New Jersey",6.8,8.7,7.7,"251","Incidence",3250253,"White","Male","Myeloma","2002",6.8,8.7,7.7
"15768","New Jersey",3.8,5.3,4.5,"142","Mortality",3250253,"White","Male","Myeloma","2002",3.7,5.1,4.4
"15769","New Jersey",5.9,7.7,6.8,"224","Incidence",3256829,"White","Male","Myeloma","2003",6,7.8,6.9
"15770","New Jersey",3.6,5.1,4.3,"137","Mortality",3256829,"White","Male","Myeloma","2003",3.5,5,4.2
"15771","New Jersey",7,8.9,7.9,"262","Incidence",3257072,"White","Male","Myeloma","2004",7.1,9.1,8
"15772","New Jersey",2.9,4.2,3.5,"114","Mortality",3257072,"White","Male","Myeloma","2004",2.9,4.2,3.5
"15773","New Jersey",6.7,8.6,7.6,"253","Incidence",3251660,"White","Male","Myeloma","2005",6.9,8.8,7.8
"15774","New Jersey",3.4,4.9,4.1,"132","Mortality",3251660,"White","Male","Myeloma","2005",3.4,4.8,4.1
"15775","New Jersey",6.9,8.8,7.8,"269","Incidence",3242856,"White","Male","Myeloma","2006",7.3,9.3,8.3
"15776","New Jersey",3.8,5.3,4.5,"148","Mortality",3242856,"White","Male","Myeloma","2006",3.9,5.4,4.6
"15777","New Jersey",7.2,9.2,8.2,"275","Incidence",3235757,"White","Male","Myeloma","2007",7.5,9.6,8.5
"15778","New Jersey",3.6,5,4.3,"142","Mortality",3235757,"White","Male","Myeloma","2007",3.7,5.2,4.4
"15779","New Jersey",7,8.9,7.9,"277","Incidence",3235980,"White","Male","Myeloma","2008",7.6,9.6,8.6
"15780","New Jersey",3.1,4.4,3.7,"126","Mortality",3235980,"White","Male","Myeloma","2008",3.2,4.6,3.9
"15781","New Jersey",7.7,9.7,8.7,"303","Incidence",3238736,"White","Male","Myeloma","2009",8.3,10.5,9.4
"15782","New Jersey",3.4,4.8,4,"135","Mortality",3238736,"White","Male","Myeloma","2009",3.5,4.9,4.2
"15783","New Jersey",7.5,9.5,8.5,"301","Incidence",3242786,"White","Male","Myeloma","2010",8.3,10.4,9.3
"15784","New Jersey",3,4.3,3.6,"127","Mortality",3242786,"White","Male","Myeloma","2010",3.3,4.7,3.9
"15785","New Jersey",7,9,7.9,"283","Incidence",3244065,"White","Male","Myeloma","2011",7.7,9.8,8.7
"15786","New Jersey",3.1,4.4,3.7,"129","Mortality",3244065,"White","Male","Myeloma","2011",3.3,4.7,4
"15787","New Jersey",7.8,9.8,8.8,"321","Incidence",3240287,"White","Male","Myeloma","2012",8.9,11.1,9.9
"15788","New Jersey",3.4,4.8,4,"138","Mortality",3240287,"White","Male","Myeloma","2012",3.6,5,4.3
"15789","New Jersey",7.3,9.2,8.2,"300","Incidence",3235457,"White","Male","Myeloma","2013",8.3,10.4,9.3
"15790","New Jersey",3.3,4.6,3.9,"143","Mortality",3235457,"White","Male","Myeloma","2013",3.7,5.2,4.4
"15791","New Jersey",7.5,9.4,8.4,"326","Incidence",3228314,"White","Male","Myeloma","2014",9,11.3,10.1
"15792","New Jersey",3.4,4.8,4,"143","Mortality",3228314,"White","Male","Myeloma","2014",3.7,5.2,4.4
"15793","New Jersey",7.5,9.4,8.4,"328","Incidence",3217806,"White","Male","Myeloma","2015",9.1,11.4,10.2
"15794","New Jersey",3.1,4.4,3.7,"137","Mortality",3217806,"White","Male","Myeloma","2015",3.6,5,4.3
"15795","New Jersey",8.5,10.5,9.5,"376","Incidence",3208923,"White","Male","Myeloma","2016",10.6,13,11.7
"15796","New Jersey",3.6,5,4.2,"162","Mortality",3208923,"White","Male","Myeloma","2016",4.3,5.9,5
"15797","New Jersey",7.9,9.8,8.8,"351","Incidence",3202866,"White","Male","Myeloma","2017",9.8,12.2,11
"15798","New Jersey",2.7,3.9,3.3,"123","Mortality",3202866,"White","Male","Myeloma","2017",3.2,4.6,3.8
"15799","New Jersey",7.4,9.3,8.3,"333","Incidence",3195788,"White","Male","Myeloma","2018",9.3,11.6,10.4
"15800","New Jersey",2.5,3.6,3,"116","Mortality",3195788,"White","Male","Myeloma","2018",3,4.4,3.6
"15801","New Jersey",24.5,28.2,26.3,"839","Incidence",3217379,"White","Male","Non-Hodgkin Lymphoma","1999",24.3,27.9,26.1
"15802","New Jersey",10,12.5,11.2,"344","Mortality",3217379,"White","Male","Non-Hodgkin Lymphoma","1999",9.6,11.9,10.7
"15803","New Jersey",25,28.7,26.8,"862","Incidence",3229953,"White","Male","Non-Hodgkin Lymphoma","2000",24.9,28.5,26.7
"15804","New Jersey",10.2,12.6,11.3,"354","Mortality",3229953,"White","Male","Non-Hodgkin Lymphoma","2000",9.8,12.2,11
"15805","New Jersey",27.2,30.9,29,"938","Incidence",3240039,"White","Male","Non-Hodgkin Lymphoma","2001",27.1,30.9,29
"15806","New Jersey",9.4,11.7,10.5,"333","Mortality",3240039,"White","Male","Non-Hodgkin Lymphoma","2001",9.2,11.4,10.3
"15807","New Jersey",25,28.6,26.8,"872","Incidence",3250253,"White","Male","Non-Hodgkin Lymphoma","2002",25.1,28.7,26.8
"15808","New Jersey",9.7,12,10.8,"341","Mortality",3250253,"White","Male","Non-Hodgkin Lymphoma","2002",9.4,11.7,10.5
"15809","New Jersey",25.5,29.1,27.2,"902","Incidence",3256829,"White","Male","Non-Hodgkin Lymphoma","2003",25.9,29.6,27.7
"15810","New Jersey",9.7,12,10.8,"345","Mortality",3256829,"White","Male","Non-Hodgkin Lymphoma","2003",9.5,11.8,10.6
"15811","New Jersey",25.4,29,27.2,"906","Incidence",3257072,"White","Male","Non-Hodgkin Lymphoma","2004",26,29.7,27.8
"15812","New Jersey",8.8,11,9.9,"321","Mortality",3257072,"White","Male","Non-Hodgkin Lymphoma","2004",8.8,11,9.9
"15813","New Jersey",25.6,29.2,27.3,"914","Incidence",3251660,"White","Male","Non-Hodgkin Lymphoma","2005",26.3,30,28.1
"15814","New Jersey",7.8,9.9,8.8,"287","Mortality",3251660,"White","Male","Non-Hodgkin Lymphoma","2005",7.8,9.9,8.8
"15815","New Jersey",26.6,30.3,28.4,"960","Incidence",3242856,"White","Male","Non-Hodgkin Lymphoma","2006",27.8,31.5,29.6
"15816","New Jersey",8.2,10.3,9.2,"305","Mortality",3242856,"White","Male","Non-Hodgkin Lymphoma","2006",8.4,10.5,9.4
"15817","New Jersey",26.2,29.8,27.9,"949","Incidence",3235757,"White","Male","Non-Hodgkin Lymphoma","2007",27.5,31.3,29.3
"15818","New Jersey",7.4,9.4,8.4,"277","Mortality",3235757,"White","Male","Non-Hodgkin Lymphoma","2007",7.6,9.6,8.6
"15819","New Jersey",26.2,29.8,28,"963","Incidence",3235980,"White","Male","Non-Hodgkin Lymphoma","2008",27.9,31.7,29.8
"15820","New Jersey",6.9,8.8,7.8,"263","Mortality",3235980,"White","Male","Non-Hodgkin Lymphoma","2008",7.2,9.2,8.1
"15821","New Jersey",25.7,29.2,27.4,"962","Incidence",3238736,"White","Male","Non-Hodgkin Lymphoma","2009",27.9,31.6,29.7
"15822","New Jersey",7,8.9,7.9,"267","Mortality",3238736,"White","Male","Non-Hodgkin Lymphoma","2009",7.3,9.3,8.2
"15823","New Jersey",25.4,28.9,27.1,"947","Incidence",3242786,"White","Male","Non-Hodgkin Lymphoma","2010",27.4,31.1,29.2
"15824","New Jersey",6.9,8.8,7.8,"267","Mortality",3242786,"White","Male","Non-Hodgkin Lymphoma","2010",7.3,9.3,8.2
"15825","New Jersey",25.5,29,27.2,"955","Incidence",3244065,"White","Male","Non-Hodgkin Lymphoma","2011",27.6,31.4,29.4
"15826","New Jersey",6.7,8.6,7.6,"264","Mortality",3244065,"White","Male","Non-Hodgkin Lymphoma","2011",7.2,9.2,8.1
"15827","New Jersey",26.6,30.2,28.4,"1017","Incidence",3240287,"White","Male","Non-Hodgkin Lymphoma","2012",29.5,33.4,31.4
"15828","New Jersey",7.1,9,8,"285","Mortality",3240287,"White","Male","Non-Hodgkin Lymphoma","2012",7.8,9.9,8.8
"15829","New Jersey",25.8,29.3,27.6,"1011","Incidence",3235457,"White","Male","Non-Hodgkin Lymphoma","2013",29.4,33.2,31.2
"15830","New Jersey",6.8,8.7,7.7,"273","Mortality",3235457,"White","Male","Non-Hodgkin Lymphoma","2013",7.5,9.5,8.4
"15831","New Jersey",26,29.5,27.7,"1023","Incidence",3228314,"White","Male","Non-Hodgkin Lymphoma","2014",29.8,33.7,31.7
"15832","New Jersey",7,8.9,7.9,"288","Mortality",3228314,"White","Male","Non-Hodgkin Lymphoma","2014",7.9,10,8.9
"15833","New Jersey",27.4,31,29.1,"1071","Incidence",3217806,"White","Male","Non-Hodgkin Lymphoma","2015",31.3,35.3,33.3
"15834","New Jersey",6.7,8.6,7.6,"275","Mortality",3217806,"White","Male","Non-Hodgkin Lymphoma","2015",7.6,9.6,8.5
"15835","New Jersey",26.5,30,28.2,"1054","Incidence",3208923,"White","Male","Non-Hodgkin Lymphoma","2016",30.9,34.9,32.8
"15836","New Jersey",6.9,8.8,7.8,"288","Mortality",3208923,"White","Male","Non-Hodgkin Lymphoma","2016",8,10.1,9
"15837","New Jersey",26.4,29.9,28.1,"1082","Incidence",3202866,"White","Male","Non-Hodgkin Lymphoma","2017",31.8,35.9,33.8
"15838","New Jersey",6.4,8.2,7.3,"275","Mortality",3202866,"White","Male","Non-Hodgkin Lymphoma","2017",7.6,9.7,8.6
"15839","New Jersey",26.9,30.4,28.6,"1113","Incidence",3195788,"White","Male","Non-Hodgkin Lymphoma","2018",32.8,36.9,34.8
"15840","New Jersey",6.5,8.3,7.4,"282","Mortality",3195788,"White","Male","Non-Hodgkin Lymphoma","2018",7.8,9.9,8.8
"15841","New Jersey",13,15.7,14.3,"462","Incidence",3217379,"White","Male","Oral Cavity and Pharynx","1999",13.1,15.7,14.4
"15842","New Jersey",2.7,4,3.3,"106","Mortality",3217379,"White","Male","Oral Cavity and Pharynx","1999",2.7,4,3.3
"15843","New Jersey",13.3,16,14.6,"480","Incidence",3229953,"White","Male","Oral Cavity and Pharynx","2000",13.6,16.3,14.9
"15844","New Jersey",2.4,3.6,3,"98","Mortality",3229953,"White","Male","Oral Cavity and Pharynx","2000",2.5,3.7,3
"15845","New Jersey",13,15.6,14.2,"474","Incidence",3240039,"White","Male","Oral Cavity and Pharynx","2001",13.3,16,14.6
"15846","New Jersey",3.3,4.7,4,"131","Mortality",3240039,"White","Male","Oral Cavity and Pharynx","2001",3.4,4.8,4
"15847","New Jersey",13.4,16.1,14.7,"492","Incidence",3250253,"White","Male","Oral Cavity and Pharynx","2002",13.8,16.5,15.1
"15848","New Jersey",2.6,3.9,3.2,"106","Mortality",3250253,"White","Male","Oral Cavity and Pharynx","2002",2.7,3.9,3.3
"15849","New Jersey",13.3,15.9,14.6,"497","Incidence",3256829,"White","Male","Oral Cavity and Pharynx","2003",13.9,16.7,15.3
