county,race,rate,ci_lower,ci_upper,moe,rse,risk_factor,gender
Ocean,Hispanic/Latino,18.1,33.1,24.8,,,Non-Hodgkin Lymphoma,Male and Female
Ocean,Hispanic/Latino,8.2,19.2,12.9,,,Oral Cavity and Pharynx,Male and Female
Ocean,Hispanic/Latino,11.1,28.6,18.4,,,Ovary,Male and Female
Ocean,Hispanic/Latino,12.1,26.1,18.3,,,Pancreas,Male and Female
Ocean,Hispanic/Latino,90.1,138.5,112.6,,,Prostate,Male and Female
Ocean,Hispanic/Latino,7.9,18.8,12.6,,,Stomach,Male and Female
Ocean,Hispanic/Latino,~,~,~,,,Testis,Male and Female
Ocean,Hispanic/Latino,17.4,30.7,23.4,,,Thyroid,Male and Female
Ocean,Hispanic/Latino,11.5,24.2,17.1,,,Urinary Bladder,Male and Female
Ocean,White,490.2,510.8,500.4,,,All Cancer Sites Combined,Female
Ocean,White,4.4,6.7,5.4,,,Brain and Other Nervous System,Female
Ocean,White,6.8,10.1,8.4,,,Cervix,Female
Ocean,White,35.3,40.8,38,,,Colon and Rectum,Female
Ocean,White,30.1,35.1,32.5,,,"Corpus and Uterus, NOS",Female
Ocean,White,1.8,3.1,2.4,,,Esophagus,Female
Ocean,White,129.9,141,135.3,,,Female Breast,Female
Ocean,White,33.2,39.3,36.1,,,"Female Breast, <i>in situ</i>",Female
Ocean,White,2.2,4.3,3.1,,,Hodgkin Lymphoma,Female
Ocean,White,~,~,~,,,Kaposi Sarcoma,Female
Ocean,White,10,13.2,11.6,,,Kidney and Renal Pelvis,Female
Ocean,White,0.6,1.4,0.9,,,Larynx,Female
Ocean,White,11.3,14.6,12.8,,,Leukemias,Female
Ocean,White,3.9,5.8,4.8,,,Liver and Intrahepatic Bile Duct,Female
Ocean,White,67.8,74.6,71.1,,,Lung and Bronchus,Female
Ocean,White,23.9,29,26.3,,,Melanomas of the Skin,Female
Ocean,White,~,~,~,,,Mesothelioma,Female
Ocean,White,4.2,6,5,,,Myeloma,Female
Ocean,White,16,19.7,17.8,,,Non-Hodgkin Lymphoma,Female
Ocean,White,5.8,8.1,6.9,,,Oral Cavity and Pharynx,Female
Ocean,White,10.6,13.8,12.1,,,Ovary,Female
Ocean,White,12.1,15.2,13.5,,,Pancreas,Female
Ocean,White,3.7,5.8,4.7,,,Stomach,Female
Ocean,White,32.8,39.7,36.2,,,Thyroid,Female
Ocean,White,11,14,12.4,,,Urinary Bladder,Female
Ocean,White,552.4,574.4,563.3,,,All Cancer Sites Combined,Male
Ocean,White,7.9,11.2,9.4,,,Brain and Other Nervous System,Male
Ocean,White,45.8,52.4,49,,,Colon and Rectum,Male
Ocean,White,9.4,12.4,10.8,,,Esophagus,Male
Ocean,White,1.8,3.6,2.6,,,Hodgkin Lymphoma,Male
Ocean,White,~,~,~,,,Kaposi Sarcoma,Male
Ocean,White,24.7,29.8,27.2,,,Kidney and Renal Pelvis,Male
Ocean,White,5,7.3,6.1,,,Larynx,Male
Ocean,White,19.1,23.6,21.2,,,Leukemias,Male
Ocean,White,12.1,15.5,13.8,,,Liver and Intrahepatic Bile Duct,Male
Ocean,White,72.1,79.9,75.9,,,Lung and Bronchus,Male
Ocean,White,~,~,~,,,Male Breast,Male
Ocean,White,38.8,45,41.8,,,Melanomas of the Skin,Male
Ocean,White,2,3.5,2.6,,,Mesothelioma,Male
Ocean,White,7.8,10.6,9.1,,,Myeloma,Male
Ocean,White,25.7,30.8,28.1,,,Non-Hodgkin Lymphoma,Male
Ocean,White,17.5,21.6,19.4,,,Oral Cavity and Pharynx,Male
Ocean,White,16.6,20.6,18.5,,,Pancreas,Male
Ocean,White,106,115.4,110.6,,,Prostate,Male
Ocean,White,8.2,11.1,9.6,,,Stomach,Male
Ocean,White,6.2,9.6,7.8,,,Testis,Male
Ocean,White,10,13.8,11.8,,,Thyroid,Male
Ocean,White,36.5,42.1,39.2,,,Urinary Bladder,Male
Ocean,White,515.9,530.7,523.2,,,All Cancer Sites Combined,Male and Female
Ocean,White,6.4,8.4,7.3,,,Brain and Other Nervous System,Male and Female
Ocean,White,6.8,10.1,8.4,,,Cervix,Male and Female
Ocean,White,40.7,44.9,42.8,,,Colon and Rectum,Male and Female
Ocean,White,30.1,35.1,32.5,,,"Corpus and Uterus, NOS",Male and Female
Ocean,White,5.4,7,6.1,,,Esophagus,Male and Female
Ocean,White,2.2,3.6,2.8,,,Hodgkin Lymphoma,Male and Female
Ocean,White,~,~,~,,,Kaposi Sarcoma,Male and Female
Ocean,White,17.2,20.1,18.6,,,Kidney and Renal Pelvis,Male and Female
Ocean,White,2.7,3.8,3.2,,,Larynx,Male and Female
Ocean,White,15.2,17.9,16.5,,,Leukemias,Male and Female
Ocean,White,7.9,9.7,8.7,,,Liver and Intrahepatic Bile Duct,Male and Female
Ocean,White,70.3,75.4,72.8,,,Lung and Bronchus,Male and Female
Ocean,White,129.9,141,135.3,,,Male and Female Breast,Male and Female
Ocean,White,33.2,39.3,36.1,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Ocean,White,30.9,34.7,32.8,,,Melanomas of the Skin,Male and Female
Ocean,White,1.1,1.8,1.4,,,Mesothelioma,Male and Female
Ocean,White,6,7.6,6.8,,,Myeloma,Male and Female
Ocean,White,21,24.1,22.5,,,Non-Hodgkin Lymphoma,Male and Female
Ocean,White,11.5,13.8,12.6,,,Oral Cavity and Pharynx,Male and Female
Ocean,White,10.6,13.8,12.1,,,Ovary,Male and Female
Ocean,White,14.6,17,15.8,,,Pancreas,Male and Female
Ocean,White,106,115.4,110.6,,,Prostate,Male and Female
Ocean,White,5.9,7.6,6.8,,,Stomach,Male and Female
Ocean,White,6.2,9.6,7.8,,,Testis,Male and Female
Ocean,White,22.3,26.2,24.2,,,Thyroid,Male and Female
Ocean,White,22.4,25.3,23.8,,,Urinary Bladder,Male and Female
Passaic,All Races,412.6,434,423.2,,,All Cancer Sites Combined,Female
Passaic,All Races,4.7,7.4,5.9,,,Brain and Other Nervous System,Female
Passaic,All Races,7.4,10.8,9,,,Cervix,Female
Passaic,All Races,29.3,35.2,32.2,,,Colon and Rectum,Female
Passaic,All Races,25.9,31.4,28.5,,,"Corpus and Uterus, NOS",Female
Passaic,All Races,1.2,2.6,1.8,,,Esophagus,Female
Passaic,All Races,123.1,135,129,,,Female Breast,Female
Passaic,All Races,35.9,42.6,39.1,,,"Female Breast, <i>in situ</i>",Female
Passaic,All Races,1.8,3.7,2.6,,,Hodgkin Lymphoma,Female
Passaic,All Races,~,~,~,,,Kaposi Sarcoma,Female
Passaic,All Races,10.4,14.1,12.1,,,Kidney and Renal Pelvis,Female
Passaic,All Races,0.7,1.8,1.1,,,Larynx,Female
Passaic,All Races,10,13.7,11.7,,,Leukemias,Female
Passaic,All Races,3.3,5.4,4.3,,,Liver and Intrahepatic Bile Duct,Female
Passaic,All Races,37.4,43.8,40.5,,,Lung and Bronchus,Female
Passaic,All Races,10,13.7,11.7,,,Melanomas of the Skin,Female
Passaic,All Races,~,~,~,,,Mesothelioma,Female
Passaic,All Races,4.5,7,5.6,,,Myeloma,Female
Passaic,All Races,15.5,19.9,17.6,,,Non-Hodgkin Lymphoma,Female
Passaic,All Races,5.5,8.3,6.8,,,Oral Cavity and Pharynx,Female
Passaic,All Races,10,13.6,11.7,,,Ovary,Female
Passaic,All Races,8.7,12,10.2,,,Pancreas,Female
Passaic,All Races,7.6,10.8,9.1,,,Stomach,Female
Passaic,All Races,23,28.7,25.7,,,Thyroid,Female
Passaic,All Races,8.5,11.7,10,,,Urinary Bladder,Female
Passaic,All Races,493.7,519.3,506.4,,,All Cancer Sites Combined,Male
Passaic,All Races,5.9,9.1,7.4,,,Brain and Other Nervous System,Male
Passaic,All Races,44.4,52.4,48.3,,,Colon and Rectum,Male
Passaic,All Races,6.5,9.8,8,,,Esophagus,Male
Passaic,All Races,3,5.3,4,,,Hodgkin Lymphoma,Male
Passaic,All Races,~,~,~,,,Kaposi Sarcoma,Male
Passaic,All Races,17.7,22.9,20.2,,,Kidney and Renal Pelvis,Male
Passaic,All Races,4.7,7.4,5.9,,,Larynx,Male
Passaic,All Races,16.7,21.8,19.1,,,Leukemias,Male
Passaic,All Races,10.9,15,12.8,,,Liver and Intrahepatic Bile Duct,Male
Passaic,All Races,47.5,55.9,51.6,,,Lung and Bronchus,Male
Passaic,All Races,~,~,~,,,Male Breast,Male
Passaic,All Races,15.3,20.2,17.6,,,Melanomas of the Skin,Male
Passaic,All Races,0.9,2.4,1.5,,,Mesothelioma,Male
Passaic,All Races,7.3,10.8,8.9,,,Myeloma,Male
Passaic,All Races,22.3,28.2,25.1,,,Non-Hodgkin Lymphoma,Male
Passaic,All Races,12.3,16.5,14.3,,,Oral Cavity and Pharynx,Male
Passaic,All Races,15,19.8,17.3,,,Pancreas,Male
Passaic,All Races,131.7,144.6,138,,,Prostate,Male
Passaic,All Races,11,15.1,12.9,,,Stomach,Male
Passaic,All Races,4.4,7.3,5.7,,,Testis,Male
Passaic,All Races,6,9.2,7.5,,,Thyroid,Male
Passaic,All Races,34,41.2,37.5,,,Urinary Bladder,Male
Passaic,All Races,447.2,463.3,455.2,,,All Cancer Sites Combined,Male and Female
Passaic,All Races,5.6,7.6,6.6,,,Brain and Other Nervous System,Male and Female
Passaic,All Races,7.4,10.8,9,,,Cervix,Male and Female
Passaic,All Races,37,41.7,39.3,,,Colon and Rectum,Male and Female
Passaic,All Races,25.9,31.4,28.5,,,"Corpus and Uterus, NOS",Male and Female
Passaic,All Races,3.7,5.4,4.5,,,Esophagus,Male and Female
Passaic,All Races,2.6,4.1,3.3,,,Hodgkin Lymphoma,Male and Female
Passaic,All Races,0.4,1.1,0.7,,,Kaposi Sarcoma,Male and Female
Passaic,All Races,14.3,17.3,15.7,,,Kidney and Renal Pelvis,Male and Female
Passaic,All Races,2.6,4,3.2,,,Larynx,Male and Female
Passaic,All Races,13.6,16.6,15,,,Leukemias,Male and Female
Passaic,All Races,7.1,9.2,8.1,,,Liver and Intrahepatic Bile Duct,Male and Female
Passaic,All Races,42.6,47.6,45,,,Lung and Bronchus,Male and Female
Passaic,All Races,123.1,135,129,,,Male and Female Breast,Male and Female
Passaic,All Races,35.9,42.6,39.1,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Passaic,All Races,12.6,15.5,14,,,Melanomas of the Skin,Male and Female
Passaic,All Races,0.5,1.3,0.8,,,Mesothelioma,Male and Female
Passaic,All Races,6.1,8.1,7.1,,,Myeloma,Male and Female
Passaic,All Races,19.2,22.8,20.9,,,Non-Hodgkin Lymphoma,Male and Female
Passaic,All Races,9,11.4,10.1,,,Oral Cavity and Pharynx,Male and Female
Passaic,All Races,10,13.6,11.7,,,Ovary,Male and Female
Passaic,All Races,11.9,14.7,13.3,,,Pancreas,Male and Female
Passaic,All Races,131.7,144.6,138,,,Prostate,Male and Female
Passaic,All Races,9.5,12,10.7,,,Stomach,Male and Female
Passaic,All Races,4.4,7.3,5.7,,,Testis,Male and Female
Passaic,All Races,15.2,18.5,16.8,,,Thyroid,Male and Female
Passaic,All Races,19.8,23.3,21.5,,,Urinary Bladder,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,All Cancer Sites Combined,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Brain and Other Nervous System,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Cervix,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Colon and Rectum,Female
Passaic,American Indian/Alaska Native,-,-,-,,,"Corpus and Uterus, NOS",Female
Passaic,American Indian/Alaska Native,-,-,-,,,Esophagus,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Female Breast,Female
Passaic,American Indian/Alaska Native,-,-,-,,,"Female Breast, <i>in situ</i>",Female
Passaic,American Indian/Alaska Native,-,-,-,,,Hodgkin Lymphoma,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Kaposi Sarcoma,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Kidney and Renal Pelvis,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Larynx,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Leukemias,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Liver and Intrahepatic Bile Duct,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Lung and Bronchus,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Melanomas of the Skin,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Mesothelioma,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Myeloma,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Non-Hodgkin Lymphoma,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Oral Cavity and Pharynx,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Ovary,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Pancreas,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Stomach,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Thyroid,Female
Passaic,American Indian/Alaska Native,-,-,-,,,Urinary Bladder,Female
Passaic,American Indian/Alaska Native,-,-,-,,,All Cancer Sites Combined,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Brain and Other Nervous System,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Colon and Rectum,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Esophagus,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Hodgkin Lymphoma,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Kaposi Sarcoma,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Kidney and Renal Pelvis,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Larynx,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Leukemias,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Liver and Intrahepatic Bile Duct,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Lung and Bronchus,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Male Breast,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Melanomas of the Skin,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Mesothelioma,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Myeloma,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Non-Hodgkin Lymphoma,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Oral Cavity and Pharynx,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Pancreas,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Prostate,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Stomach,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Testis,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Thyroid,Male
Passaic,American Indian/Alaska Native,-,-,-,,,Urinary Bladder,Male
Passaic,American Indian/Alaska Native,-,-,-,,,All Cancer Sites Combined,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Brain and Other Nervous System,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Cervix,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Colon and Rectum,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,"Corpus and Uterus, NOS",Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Esophagus,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Hodgkin Lymphoma,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Kaposi Sarcoma,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Kidney and Renal Pelvis,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Larynx,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Leukemias,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Liver and Intrahepatic Bile Duct,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Lung and Bronchus,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Male and Female Breast,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Melanomas of the Skin,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Mesothelioma,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Myeloma,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Non-Hodgkin Lymphoma,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Oral Cavity and Pharynx,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Ovary,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Pancreas,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Prostate,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Stomach,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Testis,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Thyroid,Male and Female
Passaic,American Indian/Alaska Native,-,-,-,,,Urinary Bladder,Male and Female
Passaic,Asian/Pacific Islander,245.8,322.4,282.2,,,All Cancer Sites Combined,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Brain and Other Nervous System,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Cervix,Female
Passaic,Asian/Pacific Islander,18.7,45.8,30.1,,,Colon and Rectum,Female
Passaic,Asian/Pacific Islander,12.9,33.6,21.4,,,"Corpus and Uterus, NOS",Female
Passaic,Asian/Pacific Islander,~,~,~,,,Esophagus,Female
Passaic,Asian/Pacific Islander,74.5,119.2,94.9,,,Female Breast,Female
Passaic,Asian/Pacific Islander,15,37.9,24.5,,,"Female Breast, <i>in situ</i>",Female
Passaic,Asian/Pacific Islander,~,~,~,,,Hodgkin Lymphoma,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Kaposi Sarcoma,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Kidney and Renal Pelvis,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Larynx,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Leukemias,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Liver and Intrahepatic Bile Duct,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Lung and Bronchus,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Myeloma,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Non-Hodgkin Lymphoma,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Oral Cavity and Pharynx,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Ovary,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Pancreas,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Stomach,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Thyroid,Female
Passaic,Asian/Pacific Islander,~,~,~,,,Urinary Bladder,Female
Passaic,Asian/Pacific Islander,231.7,311.7,269.5,,,All Cancer Sites Combined,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Brain and Other Nervous System,Male
Passaic,Asian/Pacific Islander,13.6,36.5,22.9,,,Colon and Rectum,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Esophagus,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Hodgkin Lymphoma,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Kaposi Sarcoma,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Kidney and Renal Pelvis,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Larynx,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Leukemias,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Liver and Intrahepatic Bile Duct,Male
Passaic,Asian/Pacific Islander,20.8,50.9,33.5,,,Lung and Bronchus,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Male Breast,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Myeloma,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Non-Hodgkin Lymphoma,Male
Passaic,Asian/Pacific Islander,13.1,36.5,22.6,,,Oral Cavity and Pharynx,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Pancreas,Male
Passaic,Asian/Pacific Islander,49.6,90.3,67.8,,,Prostate,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Stomach,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Testis,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Thyroid,Male
Passaic,Asian/Pacific Islander,~,~,~,,,Urinary Bladder,Male
Passaic,Asian/Pacific Islander,250.3,305.4,276.8,,,All Cancer Sites Combined,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Brain and Other Nervous System,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Cervix,Male and Female
Passaic,Asian/Pacific Islander,19.2,36.9,27,,,Colon and Rectum,Male and Female
Passaic,Asian/Pacific Islander,12.9,33.6,21.4,,,"Corpus and Uterus, NOS",Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Esophagus,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Hodgkin Lymphoma,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Kaposi Sarcoma,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Kidney and Renal Pelvis,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Larynx,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Leukemias,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Liver and Intrahepatic Bile Duct,Male and Female
Passaic,Asian/Pacific Islander,16.2,32.7,23.4,,,Lung and Bronchus,Male and Female
Passaic,Asian/Pacific Islander,74.5,119.2,94.9,,,Male and Female Breast,Male and Female
Passaic,Asian/Pacific Islander,15,37.9,24.5,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Myeloma,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Non-Hodgkin Lymphoma,Male and Female
Passaic,Asian/Pacific Islander,8.7,21.4,14,,,Oral Cavity and Pharynx,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Ovary,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Pancreas,Male and Female
Passaic,Asian/Pacific Islander,49.6,90.3,67.8,,,Prostate,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Stomach,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Testis,Male and Female
Passaic,Asian/Pacific Islander,8.7,21.6,14.1,,,Thyroid,Male and Female
Passaic,Asian/Pacific Islander,~,~,~,,,Urinary Bladder,Male and Female
Passaic,Black/African American,309.9,360.1,334.3,,,All Cancer Sites Combined,Female
Passaic,Black/African American,~,~,~,,,Brain and Other Nervous System,Female
Passaic,Black/African American,6.4,16,10.4,,,Cervix,Female
Passaic,Black/African American,27.7,44.4,35.3,,,Colon and Rectum,Female
Passaic,Black/African American,13.7,25.8,19,,,"Corpus and Uterus, NOS",Female
Passaic,Black/African American,~,~,~,,,Esophagus,Female
Passaic,Black/African American,95.6,124.6,109.4,,,Female Breast,Female
Passaic,Black/African American,22.7,37.5,29.4,,,"Female Breast, <i>in situ</i>",Female
Passaic,Black/African American,~,~,~,,,Hodgkin Lymphoma,Female
Passaic,Black/African American,~,~,~,,,Kaposi Sarcoma,Female
Passaic,Black/African American,6.8,16.1,10.7,,,Kidney and Renal Pelvis,Female
Passaic,Black/African American,~,~,~,,,Larynx,Female
Passaic,Black/African American,4.3,12.3,7.5,,,Leukemias,Female
Passaic,Black/African American,~,~,~,,,Liver and Intrahepatic Bile Duct,Female
Passaic,Black/African American,28.5,45.2,36.1,,,Lung and Bronchus,Female
Passaic,Black/African American,~,~,~,,,Melanomas of the Skin,Female
Passaic,Black/African American,~,~,~,,,Mesothelioma,Female
Passaic,Black/African American,6.3,15.7,10.2,,,Myeloma,Female
Passaic,Black/African American,4.4,12.4,7.7,,,Non-Hodgkin Lymphoma,Female
Passaic,Black/African American,~,~,~,,,Oral Cavity and Pharynx,Female
Passaic,Black/African American,~,~,~,,,Ovary,Female
Passaic,Black/African American,~,~,~,,,Pancreas,Female
Passaic,Black/African American,7.9,17.9,12.2,,,Stomach,Female
Passaic,Black/African American,5.4,14.2,9,,,Thyroid,Female
Passaic,Black/African American,~,~,~,,,Urinary Bladder,Female
Passaic,Black/African American,402.5,471.8,436.2,,,All Cancer Sites Combined,Male
Passaic,Black/African American,~,~,~,,,Brain and Other Nervous System,Male
Passaic,Black/African American,42,67.5,53.7,,,Colon and Rectum,Male
Passaic,Black/African American,~,~,~,,,Esophagus,Male
Passaic,Black/African American,~,~,~,,,Hodgkin Lymphoma,Male
Passaic,Black/African American,~,~,~,,,Kaposi Sarcoma,Male
Passaic,Black/African American,12.7,26.9,18.8,,,Kidney and Renal Pelvis,Male
Passaic,Black/African American,~,~,~,,,Larynx,Male
Passaic,Black/African American,~,~,~,,,Leukemias,Male
Passaic,Black/African American,6.9,17.6,11.3,,,Liver and Intrahepatic Bile Duct,Male
Passaic,Black/African American,40.7,66.4,52.5,,,Lung and Bronchus,Male
Passaic,Black/African American,~,~,~,,,Male Breast,Male
Passaic,Black/African American,~,~,~,,,Melanomas of the Skin,Male
Passaic,Black/African American,~,~,~,,,Mesothelioma,Male
Passaic,Black/African American,5.5,16.3,9.9,,,Myeloma,Male
Passaic,Black/African American,9.2,23,15,,,Non-Hodgkin Lymphoma,Male
Passaic,Black/African American,8.2,20.6,13.4,,,Oral Cavity and Pharynx,Male
Passaic,Black/African American,9.8,23.4,15.6,,,Pancreas,Male
Passaic,Black/African American,132.7,173,151.9,,,Prostate,Male
Passaic,Black/African American,9,23,14.9,,,Stomach,Male
Passaic,Black/African American,~,~,~,,,Testis,Male
Passaic,Black/African American,~,~,~,,,Thyroid,Male
Passaic,Black/African American,7.8,21.1,13.3,,,Urinary Bladder,Male
Passaic,Black/African American,355,395.5,374.9,,,All Cancer Sites Combined,Male and Female
Passaic,Black/African American,~,~,~,,,Brain and Other Nervous System,Male and Female
Passaic,Black/African American,6.4,16,10.4,,,Cervix,Male and Female
Passaic,Black/African American,36.3,50.3,42.8,,,Colon and Rectum,Male and Female
Passaic,Black/African American,13.7,25.8,19,,,"Corpus and Uterus, NOS",Male and Female
Passaic,Black/African American,~,~,~,,,Esophagus,Male and Female
Passaic,Black/African American,~,~,~,,,Hodgkin Lymphoma,Male and Female
Passaic,Black/African American,~,~,~,,,Kaposi Sarcoma,Male and Female
Passaic,Black/African American,10.7,18.7,14.3,,,Kidney and Renal Pelvis,Male and Female
Passaic,Black/African American,2.6,7.3,4.5,,,Larynx,Male and Female
Passaic,Black/African American,4.8,10.8,7.3,,,Leukemias,Male and Female
Passaic,Black/African American,4.1,9.3,6.3,,,Liver and Intrahepatic Bile Duct,Male and Female
Passaic,Black/African American,35.9,50,42.5,,,Lung and Bronchus,Male and Female
Passaic,Black/African American,95.6,124.6,109.4,,,Male and Female Breast,Male and Female
Passaic,Black/African American,22.7,37.5,29.4,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Passaic,Black/African American,~,~,~,,,Melanomas of the Skin,Male and Female
Passaic,Black/African American,~,~,~,,,Mesothelioma,Male and Female
Passaic,Black/African American,7.3,14.4,10.4,,,Myeloma,Male and Female
Passaic,Black/African American,7.7,14.8,10.8,,,Non-Hodgkin Lymphoma,Male and Female
Passaic,Black/African American,5.8,12.2,8.6,,,Oral Cavity and Pharynx,Male and Female
Passaic,Black/African American,~,~,~,,,Ovary,Male and Female
