STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,NAME
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Esophagus,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Female Breast,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Female Breast,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,"Female Breast, <i>in situ</i>",2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Hodgkin Lymphoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Kaposi Sarcoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,.,.,.,.,Mortality,74381,American Indian/Alaska Native,Female,Kaposi Sarcoma,2014-2018,.,.,.,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Kidney and Renal Pelvis,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Kidney and Renal Pelvis,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Larynx,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Larynx,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Leukemias,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Leukemias,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Liver and Intrahepatic Bile Duct,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Lung and Bronchus,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Lung and Bronchus,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Melanomas of the Skin,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Melanomas of the Skin,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Mesothelioma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Mesothelioma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Myeloma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Myeloma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Non-Hodgkin Lymphoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Ovary,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Ovary,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Pancreas,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Pancreas,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Stomach,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Stomach,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Thyroid,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Thyroid,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Female,Urinary Bladder,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Female,Urinary Bladder,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,All Cancer Sites Combined,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,All Cancer Sites Combined,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Brain and Other Nervous System,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Brain and Other Nervous System,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Colon and Rectum,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Colon and Rectum,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Esophagus,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Esophagus,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Hodgkin Lymphoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Kaposi Sarcoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,.,.,.,.,Mortality,73558,American Indian/Alaska Native,Male,Kaposi Sarcoma,2014-2018,.,.,.,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Kidney and Renal Pelvis,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Kidney and Renal Pelvis,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Larynx,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Larynx,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Leukemias,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Leukemias,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Liver and Intrahepatic Bile Duct,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Lung and Bronchus,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Lung and Bronchus,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,0,American Indian/Alaska Native,Male,Male Breast,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,0,American Indian/Alaska Native,Male,Male Breast,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Melanomas of the Skin,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Melanomas of the Skin,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Mesothelioma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Mesothelioma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Myeloma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Myeloma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Non-Hodgkin Lymphoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Pancreas,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Pancreas,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Prostate,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Prostate,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Stomach,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Stomach,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Testis,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Testis,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Thyroid,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Thyroid,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male,Urinary Bladder,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male,Urinary Bladder,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,All Cancer Sites Combined,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,All Cancer Sites Combined,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Brain and Other Nervous System,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Brain and Other Nervous System,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Male and Female,Cervix,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Male and Female,Cervix,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Colon and Rectum,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Colon and Rectum,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Male and Female,"Corpus and Uterus, NOS",2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Male and Female,"Corpus and Uterus, NOS",2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Esophagus,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Esophagus,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Hodgkin Lymphoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Hodgkin Lymphoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Kaposi Sarcoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,.,.,.,.,Mortality,147939,American Indian/Alaska Native,Male and Female,Kaposi Sarcoma,2014-2018,.,.,.,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Kidney and Renal Pelvis,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Kidney and Renal Pelvis,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Larynx,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Larynx,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Leukemias,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Leukemias,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Lung and Bronchus,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Lung and Bronchus,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Male and Female,Male and Female Breast,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Male and Female,Male and Female Breast,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Male and Female,"Male and Female Breast, <i>in situ</i>",2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Melanomas of the Skin,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Melanomas of the Skin,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Mesothelioma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Mesothelioma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Myeloma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Myeloma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Non-Hodgkin Lymphoma,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Oral Cavity and Pharynx,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,74381,American Indian/Alaska Native,Male and Female,Ovary,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,74381,American Indian/Alaska Native,Male and Female,Ovary,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Pancreas,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Pancreas,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male and Female,Prostate,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male and Female,Prostate,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Stomach,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Stomach,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,73558,American Indian/Alaska Native,Male and Female,Testis,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,73558,American Indian/Alaska Native,Male and Female,Testis,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Thyroid,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Thyroid,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,-,-,-,-,Incidence,147939,American Indian/Alaska Native,Male and Female,Urinary Bladder,2014-2018,-,-,-,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,147939,American Indian/Alaska Native,Male and Female,Urinary Bladder,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,353.8,380,366.7,3204,Incidence,860237,Asian/Pacific Islander,Female,All Cancer Sites Combined,2014-2018,359.7,385.6,372.5,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,77.2,90.3,83.6,666,Mortality,860237,Asian/Pacific Islander,Female,All Cancer Sites Combined,2014-2018,71.7,83.5,77.4,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,3.4,6.5,4.8,43,Incidence,860237,Asian/Pacific Islander,Female,Brain and Other Nervous System,2014-2018,3.6,6.7,5,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,860237,Asian/Pacific Islander,Female,Brain and Other Nervous System,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,7.5,11.8,9.5,84,Incidence,860237,Asian/Pacific Islander,Female,Cervix,2014-2018,7.8,12.1,9.8,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,860237,Asian/Pacific Islander,Female,Cervix,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,29.5,37.6,33.4,282,Incidence,860237,Asian/Pacific Islander,Female,Colon and Rectum,2014-2018,29.1,36.8,32.8,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,5.9,10,7.8,60,Mortality,860237,Asian/Pacific Islander,Female,Colon and Rectum,2014-2018,5.3,9,7,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,19,25.4,22,200,Incidence,860237,Asian/Pacific Islander,Female,"Corpus and Uterus, NOS",2014-2018,20.1,26.7,23.2,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,1.5,3.8,2.5,21,Mortality,860237,Asian/Pacific Islander,Female,"Corpus and Uterus, NOS",2014-2018,1.5,3.7,2.4,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Incidence,860237,Asian/Pacific Islander,Female,Esophagus,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,860237,Asian/Pacific Islander,Female,Esophagus,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,83.1,95.9,89.4,799,Incidence,860237,Asian/Pacific Islander,Female,Female Breast,2014-2018,86.6,99.6,92.9,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,6.9,11.1,8.8,74,Mortality,860237,Asian/Pacific Islander,Female,Female Breast,2014-2018,6.8,10.8,8.6,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,38.2,47.1,42.5,374,Incidence,860237,Asian/Pacific Islander,Female,"Female Breast, <i>in situ</i>",2014-2018,39.2,48.1,43.5,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Incidence,860237,Asian/Pacific Islander,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Mortality,860237,Asian/Pacific Islander,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,~,~,~,~,Incidence,860237,Asian/Pacific Islander,Female,Kaposi Sarcoma,2014-2018,~,~,~,Kings County (36047) - 1980+
New York,NY: Kings County (36047) - 1980+,.,.,.,.,Mortality,860237,Asian/Pacific Islander,Female,Kaposi Sarcoma,2014-2018,.,.,.,Kings County (36047) - 1980+
